ID	ParentID	SchemaID	Name	LongName	Description
984	980	1	Described-by	Relation/Connective-relation/Described-by	(A, (Described-by, B)) indicates that B provides information about A.
985	980	1	From-to	Relation/Connective-relation/From-to	(A, (From-to, B)) indicates a directional relation from A to B. A is considered the source.
986	980	1	Group-of	Relation/Connective-relation/Group-of	(A, (Group-of, B)) indicates A is a group of items of type B.
987	980	1	Implied-by	Relation/Connective-relation/Implied-by	(A, (Implied-by, B)) indicates B is suggested by A.
988	980	1	Includes	Relation/Connective-relation/Includes	(A, (Includes, B)) indicates that A has B as a member or part.
989	980	1	Interacts-with	Relation/Connective-relation/Interacts-with	(A, (Interacts-with, B)) indicates A and B interact, possibly reciprocally.
990	980	1	Member-of	Relation/Connective-relation/Member-of	(A, (Member-of, B)) indicates A is a member of group B.
991	980	1	Part-of	Relation/Connective-relation/Part-of	(A, (Part-of, B)) indicates A is a part of the whole B.
992	980	1	Performed-by	Relation/Connective-relation/Performed-by	(A, (Performed-by, B)) indicates that the action or procedure A was carried out by agent B.
993	980	1	Performed-using	Relation/Connective-relation/Performed-using	A, (Performed-using, B)) indicates that the action or procedure A was accomplished using B.
994	980	1	Related-to	Relation/Connective-relation/Related-to	(A, (Related-to, B)) indicates A has some relationship to B.
995	980	1	Unrelated-to	Relation/Connective-relation/Unrelated-to	(A, (Unrelated-to, B)) indicates that A is not related to B.  For example, A is not related to Task.
996	971	1	Directional-relation	Relation/Directional-relation	A relationship indicating direction of change.
997	996	1	Away-from	Relation/Directional-relation/Away-from	(A, (Away-from, B)) indicates that A is going or has moved away from B. The meaning depends on A and B.
998	996	1	Towards	Relation/Directional-relation/Towards	(A, (Towards, B)) indicates that A is going to or has moved to B. The meaning depends on A and B.
999	971	1	Spatial-relation	Relation/Spatial-relation	Indicating information about position.
1000	999	1	Above	Relation/Spatial-relation/Above	(A, (Above, B)) means A is in a place or position that is higher than B.
1001	999	1	Across-from	Relation/Spatial-relation/Across-from	(A, (Across-from, B)) means A is on the opposite side of something from B.
1002	999	1	Adjacent-to	Relation/Spatial-relation/Adjacent-to	(A, (Adjacent-to, B)) indicates that A is next to B in time or space.
1003	999	1	Ahead-of	Relation/Spatial-relation/Ahead-of	(A, (Ahead-of, B)) indicates that A is further forward in time or space in B.
1004	999	1	Around	Relation/Spatial-relation/Around	(A, (Around, B)) means A is in or near the present place or situation of B.
1005	999	1	Behind	Relation/Spatial-relation/Behind	(A, (Behind, B)) means A is at or to the far side of B, typically so as to be hidden by it.
1006	999	1	Below	Relation/Spatial-relation/Below	(A, (Below, B)) means A is in a place or position that is lower than the position of B.
1007	999	1	Between	Relation/Spatial-relation/Between	(A, (Between, (B, C))) means A is in the space or interval separating B and C.
1008	999	1	Bilateral-to	Relation/Spatial-relation/Bilateral-to	(A, (Bilateral, B)) means A is on both sides of B or affects both sides of B.
1009	999	1	Bottom-edge-of	Relation/Spatial-relation/Bottom-edge-of	(A, (Bottom-edge-of, B)) means A is on the bottom most part or or near the boundary of B.
1010	999	1	Boundary-of	Relation/Spatial-relation/Boundary-of	(A, (Boundary-of, B)) means A is on or part of the edge or boundary of B.
1011	999	1	Center-of	Relation/Spatial-relation/Center-of	(A, (Center-of, B)) means A is at a point or or in an area that is approximately central within B.
1012	999	1	Close-to	Relation/Spatial-relation/Close-to	(A, (Close-to, B)) means A is at a small distance from or is located near in space to B.
1013	999	1	Far-from	Relation/Spatial-relation/Far-from	(A, (Far-from, B)) means A is at a large distance from or is not located near in space to B.
1014	999	1	In-front-of	Relation/Spatial-relation/In-front-of	(A, (In-front-of, B)) means A is in a position just ahead or at the front part of B, potentially partially blocking B from view.
1015	999	1	Left-edge-of	Relation/Spatial-relation/Left-edge-of	(A, (Left-edge-of, B)) means A is located on the left side of B on or near the boundary of B.
1016	999	1	Left-side-of	Relation/Spatial-relation/Left-side-of	(A, (Left-side-of, B)) means A is located on the left side of B usually as part of B.
1017	999	1	Lower-left-of	Relation/Spatial-relation/Lower-left-of	(A, (Lower-left-of, B)) means A is situated on the lower left part of B. This relation is often used to specify qualitative information about screen position.
1018	999	1	Lower-right-of	Relation/Spatial-relation/Lower-right-of	(A, (Lower-right-of, B)) means A is situated on the lower right part of B. This relation is often used to specify qualitative information about screen position.
1019	999	1	Outside-of	Relation/Spatial-relation/Outside-of	(A, (Outside-of, B)) means A is located in the space around but not including B.
1020	999	1	Over	Relation/Spatial-relation/Over	(A, (Over, B)) means A above is above B so as to cover or protect or A extends over the a general area as from a from a vantage point.
1021	999	1	Right-edge-of	Relation/Spatial-relation/Right-edge-of	(A, (Right-edge-of, B)) means A is located on the right side of B on or near the boundary of B.
1022	999	1	Right-side-of	Relation/Spatial-relation/Right-side-of	(A, (Right-side-of, B)) means A is located on the right side of B usually as part of B.
1023	999	1	To-left-of	Relation/Spatial-relation/To-left-of	(A, (To-left-of, B)) means A is located on or directed toward the side to the west of B when B is facing north. This term is used when A is not part of B.
1024	999	1	To-right-of	Relation/Spatial-relation/To-right-of	(A, (To-right-of, B)) means A is located on or directed toward the side to the east of B when B is facing north. This term is used when A is not part of B.
1025	999	1	Top-edge-of	Relation/Spatial-relation/Top-edge-of	(A, (Top-edge-of, B)) means A is on the uppermost part or or near the boundary of B.
1026	999	1	Top-of	Relation/Spatial-relation/Top-of	(A, (Top-of, B)) means A is on the uppermost part, side, or surface of B.
1027	999	1	Upper-left-of	Relation/Spatial-relation/Upper-left-of	(A, (Upper-left-of, B)) means A is situated on the upper left part of B. This relation is often used to specify qualitative information about screen position.
1028	999	1	Upper-right-of	Relation/Spatial-relation/Upper-right-of	(A, (Upper-right-of, B)) means A is situated on the upper right part of B. This relation is often used to specify qualitative information about screen position.
1029	999	1	Underneath	Relation/Spatial-relation/Underneath	(A, (Underneath, B)) means A is situated directly below and may be concealed by B.
1030	999	1	Within	Relation/Spatial-relation/Within	(A, (Within, B)) means A is on the inside of or contained in B.
1031	971	1	Temporal-relation	Relation/Temporal-relation	Any relationship which includes a temporal or time-based component.
1032	1031	1	After	Relation/Temporal-relation/After	(A, (After B)) means A happens at a time subsequent to a reference time related to B.
1033	1031	1	Asynchronous-with	Relation/Temporal-relation/Asynchronous-with	(A, (Asynchronous-with, B)) means A happens at times not occurring at the same time or having the same period or phase as B.
1034	1031	1	Before	Relation/Temporal-relation/Before	(A, (Before B)) means A happens at a time earlier in time or order than B.
1035	1031	1	During	Relation/Temporal-relation/During	(A, (During, B)) means A happens at some point in a given period of time in which B is ongoing.
1036	1031	1	Synchronous-with	Relation/Temporal-relation/Synchronous-with	(A, (Synchronous-with, B)) means A happens at occurs at the same time or rate as B.
1037	1031	1	Waiting-for	Relation/Temporal-relation/Waiting-for	(A, (Waiting-for, B)) means A pauses for something to happen in B.
1038	\N	2	Modulator	Modulator	External stimuli / interventions or changes in the alertness level (sleep) that modify: the background activity, or how often a graphoelement is occurring, or change other features of the graphoelement (like intra-burst frequency). For each observed finding, there is an option of specifying how they are influenced by the modulators and procedures that were done during the recording.
1039	1038	2	Sleep-modulator	Modulator/Sleep-modulator	No description available
1040	1039	2	Sleep-deprivation	Modulator/Sleep-modulator/Sleep-deprivation	No description available
1041	1039	2	Sleep-following-sleep-deprivation	Modulator/Sleep-modulator/Sleep-following-sleep-deprivation	No description available
1042	1039	2	Natural-sleep	Modulator/Sleep-modulator/Natural-sleep	No description available
1043	1039	2	Induced-sleep	Modulator/Sleep-modulator/Induced-sleep	No description available
1044	1039	2	Drowsiness	Modulator/Sleep-modulator/Drowsiness	No description available
1045	1039	2	Awakening	Modulator/Sleep-modulator/Awakening	No description available
1046	1038	2	Medication-modulator	Modulator/Medication-modulator	No description available
1047	1046	2	Medication-administered-during-recording	Modulator/Medication-modulator/Medication-administered-during-recording	No description available
1048	1046	2	Medication-withdrawal-or-reduction-during-recording	Modulator/Medication-modulator/Medication-withdrawal-or-reduction-during-recording	No description available
1049	1038	2	Eye-modulator	Modulator/Eye-modulator	No description available
1050	1049	2	Manual-eye-closure	Modulator/Eye-modulator/Manual-eye-closure	No description available
1051	1049	2	Manual-eye-opening	Modulator/Eye-modulator/Manual-eye-opening	No description available
1052	1038	2	Stimulation-modulator	Modulator/Stimulation-modulator	No description available
1053	1052	2	Intermittent-photic-stimulation	Modulator/Stimulation-modulator/Intermittent-photic-stimulation	No description available
1054	1052	2	Auditory-stimulation	Modulator/Stimulation-modulator/Auditory-stimulation	No description available
1055	1052	2	Nociceptive-stimulation	Modulator/Stimulation-modulator/Nociceptive-stimulation	No description available
1056	1038	2	Hyperventilation	Modulator/Hyperventilation	No description available
1057	1038	2	Physical-effort	Modulator/Physical-effort	No description available
1058	1038	2	Cognitive-task	Modulator/Cognitive-task	No description available
1059	1038	2	Other-modulator-or-procedure	Modulator/Other-modulator-or-procedure	No description available
1060	\N	2	Background-activity	Background-activity	An EEG activity representing the setting in which a given normal or abnormal pattern appears and from which such pattern is distinguished.
1061	1060	2	Posterior-dominant-rhythm	Background-activity/Posterior-dominant-rhythm	Rhythmic activity occurring during wakefulness over the posterior regions of the head, generally with maximum amplitudes over the occipital areas. Amplitude varies. Best seen with eyes closed and during physical relaxation and relative mental inactivity. Blocked or attenuated by attention, especially visual, and mental effort. In adults this is the alpha rhythm, and the frequency is 8 to 13 Hz. However the frequency can be higher or lower than this range (often a supra or sub harmonic of alpha frequency) and is called alpha variant rhythm (fast and slow alpha variant rhythm). In children, the normal range of the frequency of the posterior dominant rhythm is age-dependant.
1062	1060	2	Mu-rhythm	Background-activity/Mu-rhythm	EEG rhythm at 7-11 Hz composed of arch-shaped waves occurring over the central or centro-parietal regions of the scalp during wakefulness. Amplitudes varies but is mostly below 50 microV. Blocked or attenuated most clearly by contralateral movement, thought of movement, readiness to move or tactile stimulation.
1063	1060	2	Other-organized-rhythm	Background-activity/Other-organized-rhythm	EEG activity that consisting of waves of approximately constant period, which is considered as part of the background (ongoing) activity, but does not fulfill the criteria of the posterior dominant rhythm.
1064	1060	2	Background-activity-special-feature	Background-activity/Background-activity-special-feature	Special Features. Special features contains scoring options for the background activity of critically ill patients.
1065	1064	2	Continuous-background-activity	Background-activity/Background-activity-special-feature/Continuous-background-activity	No description available
1066	1064	2	Nearly-continuous-background-activity	Background-activity/Background-activity-special-feature/Nearly-continuous-background-activity	No description available
1067	1064	2	Discontinuous-background-activity	Background-activity/Background-activity-special-feature/Discontinuous-background-activity	No description available
1068	1064	2	Background-burst-suppression	Background-activity/Background-activity-special-feature/Background-burst-suppression	EEG pattern consisting of bursts (activity appearing and disappearing abruptly) interrupted by periods of low amplitude (below 20 microV) and which occurs simultaneously over all head regions.
1069	1064	2	Background-burst-attenuation	Background-activity/Background-activity-special-feature/Background-burst-attenuation	No description available
1070	1064	2	Background-activity-suppression	Background-activity/Background-activity-special-feature/Background-activity-suppression	Periods showing activity under 10 microV (referential montage) and interrupting the background (ongoing) activity.
1071	1064	2	Electrocerebral-inactivity	Background-activity/Background-activity-special-feature/Electrocerebral-inactivity	Absence of any ongoing cortical electric activities; in all leads EEG is isoelectric or only contains artifacts. Sensitivity has to be increased up to 2 microV/mm; recording time: at least 30 minutes.
1072	\N	2	Sleep-and-drowsiness	Sleep-and-drowsiness	The features of the ongoing activity during sleep are scored here. If abnormal graphoelements appear, disappear or change their morphology during sleep, that is not scored here but at the entry corresponding to that graphooelement (as a modulator).
1073	1072	2	Sleep-architecture	Sleep-and-drowsiness/Sleep-architecture	For longer recordings. Only to be scored if whole-night sleep is part of the recording. It is a global descriptor of the structure and pattern of sleep: estimation of the amount of time spent in REM and NREM sleep, sleep duration, NREM-REM cycle.
1074	1073	2	Normal-sleep-architecture	Sleep-and-drowsiness/Sleep-architecture/Normal-sleep-architecture	No description available
1075	1073	2	Abnormal-sleep-architecture	Sleep-and-drowsiness/Sleep-architecture/Abnormal-sleep-architecture	No description available
1076	1072	2	Sleep-stage-reached	Sleep-and-drowsiness/Sleep-stage-reached	For normal sleep patterns the sleep stages reached during the recording can be specified
1077	1076	2	Sleep-stage-N1	Sleep-and-drowsiness/Sleep-stage-reached/Sleep-stage-N1	Sleep stage 1.
1078	1076	2	Sleep-stage-N2	Sleep-and-drowsiness/Sleep-stage-reached/Sleep-stage-N2	Sleep stage 2.
1079	1076	2	Sleep-stage-N3	Sleep-and-drowsiness/Sleep-stage-reached/Sleep-stage-N3	Sleep stage 3.
1080	1076	2	Sleep-stage-REM	Sleep-and-drowsiness/Sleep-stage-reached/Sleep-stage-REM	Rapid eye movement.
1081	1072	2	Sleep-spindles	Sleep-and-drowsiness/Sleep-spindles	Burst at 11-15 Hz but mostly at 12-14 Hz generally diffuse but of higher voltage over the central regions of the head, occurring during sleep. Amplitude varies but is mostly below 50 microV in the adult.
1082	1072	2	Arousal-pattern	Sleep-and-drowsiness/Arousal-pattern	Arousal pattern in children. Prolonged, marked high voltage 4-6/s activity in all leads with some intermixed slower frequencies, in children.
1083	1072	2	Frontal-arousal-rhythm	Sleep-and-drowsiness/Frontal-arousal-rhythm	Prolonged (up to 20s) rhythmical sharp or spiky activity over the frontal areas (maximum over the frontal midline) seen at arousal from sleep in children with minimal cerebral dysfunction.
1084	1072	2	Vertex-wave	Sleep-and-drowsiness/Vertex-wave	Sharp potential, maximal at the vertex, negative relative to other areas, apparently occurring spontaneously during sleep or in response to a sensory stimulus during sleep or wakefulness. May be single or repetitive. Amplitude varies but rarely exceeds 250 microV. Abbreviation: V wave. Synonym: vertex sharp wave.
1085	1072	2	K-complex	Sleep-and-drowsiness/K-complex	A burst of somewhat variable appearance, consisting most commonly of a high voltage negative slow wave followed by a smaller positive slow wave frequently associated with a sleep spindle. Duration greater than 0.5 s. Amplitude is generally maximal in the frontal vertex. K complexes occur during nonREM sleep, apparently spontaneously, or in response to sudden sensory / auditory stimuli, and are not specific for any individual sensory modality.
1086	1072	2	Saw-tooth-waves	Sleep-and-drowsiness/Saw-tooth-waves	Vertex negative 2-5 Hz waves occuring in series during REM sleep
1087	1072	2	POSTS	Sleep-and-drowsiness/POSTS	Positive occipital sharp transients of sleep. Sharp transient maximal over the occipital regions, positive relative to other areas, apparently occurring spontaneously during sleep. May be single or repetitive. Amplitude varies but is generally bellow 50 microV.
1088	1072	2	Hypnagogic-hypersynchrony	Sleep-and-drowsiness/Hypnagogic-hypersynchrony	Bursts of bilateral, synchronous delta or theta activity of large amplitude, occasionally with superimposed faster components, occurring during falling asleep or during awakening, in children.
1089	1072	2	Non-reactive-sleep	Sleep-and-drowsiness/Non-reactive-sleep	EEG activity consisting of normal sleep graphoelements, but which cannot be interrupted by external stimuli/ the patient cannot be waken.
1090	\N	2	Interictal-finding	Interictal-finding	EEG pattern / transient that is distinguished form the background activity, considered abnormal, but is not recorded during ictal period (seizure) or postictal period; the presence of an interictal finding does not necessarily imply that the patient has epilepsy.
1091	1090	2	Epileptiform-interictal-activity	Interictal-finding/Epileptiform-interictal-activity	No description available
1092	1090	2	Abnormal-interictal-rhythmic-activity	Interictal-finding/Abnormal-interictal-rhythmic-activity	No description available
1093	1090	2	Interictal-special-patterns	Interictal-finding/Interictal-special-patterns	No description available
1094	1093	2	Interictal-periodic-discharges	Interictal-finding/Interictal-special-patterns/Interictal-periodic-discharges	Periodic discharge not further specified (PDs).
1095	1094	2	Generalized-periodic-discharges	Interictal-finding/Interictal-special-patterns/Interictal-periodic-discharges/Generalized-periodic-discharges	GPDs.
1096	1094	2	Lateralized-periodic-discharges	Interictal-finding/Interictal-special-patterns/Interictal-periodic-discharges/Lateralized-periodic-discharges	LPDs.
1097	1094	2	Bilateral-independent-periodic-discharges	Interictal-finding/Interictal-special-patterns/Interictal-periodic-discharges/Bilateral-independent-periodic-discharges	BIPDs.
1098	1094	2	Multifocal-periodic-discharges	Interictal-finding/Interictal-special-patterns/Interictal-periodic-discharges/Multifocal-periodic-discharges	MfPDs.
1099	1093	2	Extreme-delta-brush	Interictal-finding/Interictal-special-patterns/Extreme-delta-brush	No description available
1100	\N	2	Critically-ill-patients-patterns	Critically-ill-patients-patterns	Rhythmic or periodic patterns in critically ill patients (RPPs) are scored according to the 2012 version of the American Clinical Neurophysiology Society Standardized Critical Care EEG Terminology (Hirsch et al., 2013).
1101	1100	2	Critically-ill-patients-periodic-discharges	Critically-ill-patients-patterns/Critically-ill-patients-periodic-discharges	Periodic discharges (PDs).
1102	1100	2	Rhythmic-delta-activity	Critically-ill-patients-patterns/Rhythmic-delta-activity	RDA
1103	1100	2	Spike-or-sharp-and-wave	Critically-ill-patients-patterns/Spike-or-sharp-and-wave	SW
1104	\N	2	Episode	Episode	Clinical episode or electrographic seizure.
1105	1104	2	Epileptic-seizure	Episode/Epileptic-seizure	No description available
1106	1105	2	Focal-onset-epileptic-seizure	Episode/Epileptic-seizure/Focal-onset-epileptic-seizure	No description available
1107	1106	2	Aware-focal-onset-epileptic-seizure	Episode/Epileptic-seizure/Focal-onset-epileptic-seizure/Aware-focal-onset-epileptic-seizure	No description available
1108	1106	2	Impaired-awareness-focal-onset-epileptic-seizure	Episode/Epileptic-seizure/Focal-onset-epileptic-seizure/Impaired-awareness-focal-onset-epileptic-seizure	No description available
1109	1106	2	Awareness-unknown-focal-onset-epileptic-seizure	Episode/Epileptic-seizure/Focal-onset-epileptic-seizure/Awareness-unknown-focal-onset-epileptic-seizure	No description available
1110	1106	2	Focal-to-bilateral-tonic-clonic-focal-onset-epileptic-seizure	Episode/Epileptic-seizure/Focal-onset-epileptic-seizure/Focal-to-bilateral-tonic-clonic-focal-onset-epileptic-seizure	No description available
1111	1105	2	Generalized-onset-epileptic-seizure	Episode/Epileptic-seizure/Generalized-onset-epileptic-seizure	No description available
1112	1105	2	Unknown-onset-epileptic-seizure	Episode/Epileptic-seizure/Unknown-onset-epileptic-seizure	No description available
1113	1105	2	Unclassified-epileptic-seizure	Episode/Epileptic-seizure/Unclassified-epileptic-seizure	No description available
1114	1104	2	Subtle-seizure	Episode/Subtle-seizure	Seizure type frequent in neonates, sometimes referred to as motor automatisms; they may include random and roving eye movements, sucking, chewing motions, tongue protrusion, rowing or swimming or boxing movements of the arms, pedaling and bicycling movements of the lower limbs; apneic seizures are relatively common. Although some subtle seizures are associated with rhythmic ictal EEG discharges, and are clearly epileptic, ictal EEG often does not show typical epileptic activity.
1115	1104	2	Electrographic-seizure	Episode/Electrographic-seizure	Referred usually to non convulsive status. Ictal EEG: rhythmic discharge or spike and wave pattern with definite evolution in frequency, location, or morphology lasting at least 10 s; evolution in amplitude alone did not qualify.
1116	1104	2	Seizure-PNES	Episode/Seizure-PNES	Psychogenic non-epileptic seizure.
1117	1104	2	Sleep-related-episode	Episode/Sleep-related-episode	No description available
1118	1117	2	Sleep-related-arousal	Episode/Sleep-related-episode/Sleep-related-arousal	Normal.
1119	1117	2	Benign-sleep-myoclonus	Episode/Sleep-related-episode/Benign-sleep-myoclonus	A distinctive disorder of sleep characterized by a) neonatal onset, b) rhythmic myoclonic jerks only during sleep and c) abrupt and consistent cessation with arousal, d) absence of concomitant electrographic changes suggestive of seizures, and e) good outcome.
1120	1117	2	Confusional-awakening	Episode/Sleep-related-episode/Confusional-awakening	Episode of non epileptic nature included in NREM parasomnias, characterized by sudden arousal and complex behavior but without full alertness, usually lasting a few minutes and occurring almost in all children at least occasionally. Amnesia of the episode is the rule.
1121	1117	2	Sleep-periodic-limb-movement	Episode/Sleep-related-episode/Sleep-periodic-limb-movement	PLMS. Periodic limb movement in sleep. Episodes are characterized by brief (0.5- to 5.0-second) lower-extremity movements during sleep, which typically occur at 20- to 40-second intervals, most commonly during the first 3 hours of sleep. The affected individual is usually not aware of the movements or of the transient partial arousals.
1122	1117	2	REM-sleep-behavioral-disorder	Episode/Sleep-related-episode/REM-sleep-behavioral-disorder	REM sleep behavioral disorder. Episodes characterized by: a) presence of REM sleep without atonia (RSWA) on polysomnography (PSG); b) presence of at least 1 of the following conditions - (1) Sleep-related behaviors, by history, that have been injurious, potentially injurious, or disruptive (example: dream enactment behavior); (2) abnormal REM sleep behavior documented during PSG monitoring; (3) absence of epileptiform activity on electroencephalogram (EEG) during REM sleep (unless RBD can be clearly distinguished from any concurrent REM sleep-related seizure disorder); (4) sleep disorder not better explained by another sleep disorder, a medical or neurologic disorder, a mental disorder, medication use, or a substance use disorder.
1123	1117	2	Sleep-walking	Episode/Sleep-related-episode/Sleep-walking	Episodes characterized by ambulation during sleep; the patient is difficult to arouse during an episode, and is usually amnesic following the episode. Episodes usually occur in the first third of the night during slow wave sleep. Polysomnographic recordings demonstrate 2 abnormalities during the first sleep cycle: frequent, brief, non-behavioral EEG-defined arousals prior to the somnambulistic episode and abnormally low gamma (0.75-2.0 Hz) EEG power on spectral analysis, correlating with high-voltage (hyper-synchronic gamma) waves lasting 10 to 15 s occurring just prior to the movement. This is followed by stage I NREM sleep, and there is no evidence of complete awakening.
1124	1104	2	Pediatric-episode	Episode/Pediatric-episode	No description available
1125	1124	2	Hyperekplexia	Episode/Pediatric-episode/Hyperekplexia	Disorder characterized by exaggerated startle response and hypertonicity that may occur during the first year of life and in severe cases during the neonatal period. Children usually present with marked irritability and recurrent startles in response to handling and sounds. Severely affected infants can have severe jerks and stiffening, sometimes with breath-holding spells.
1126	1124	2	Jactatio-capitis-nocturna	Episode/Pediatric-episode/Jactatio-capitis-nocturna	Relatively common in normal children at the time of going to bed, especially during the first year of life, the rhythmic head movements persist during sleep. Usually, these phenomena disappear before 3 years of age.
1127	1124	2	Pavor-nocturnus	Episode/Pediatric-episode/Pavor-nocturnus	A nocturnal episode characterized by age of onset of less than five years (mean age 18 months, with peak prevalence at five to seven years), appearance of signs of panic two hours after falling asleep with crying, screams, a fearful expression, inability to recognize other people including parents (for a duration of 5-15 minutes), amnesia upon awakening. Pavor nocturnus occurs in patients almost every night for months or years (but the frequency is highly variable and may be as low as once a month) and is likely to disappear spontaneously at the age of six to eight years.
1128	1124	2	Pediatric-stereotypical-behavior-episode	Episode/Pediatric-episode/Pediatric-stereotypical-behavior-episode	Repetitive motor behavior in children, typically rhythmic and persistent; usually not paroxysmal and rarely suggest epilepsy. They include headbanging, head-rolling, jactatio capitis nocturna, body rocking, buccal or lingual movements, hand flapping and related mannerisms, repetitive hand-waving (to self-induce photosensitive seizures).
1129	1104	2	Paroxysmal-motor-event	Episode/Paroxysmal-motor-event	Paroxysmal phenomena during neonatal or childhood periods characterized by recurrent motor or behavioral signs or symptoms that must be distinguishes from epileptic disorders.
1130	1104	2	Syncope	Episode/Syncope	Episode with loss of consciousness and muscle tone that is abrupt in onset, of short duration and followed by rapid recovery; it occurs in response to transient impairment of cerebral perfusion. Typical prodromal symptoms often herald onset of syncope and postictal symptoms are minimal. Syncopal convulsions resulting from cerebral anoxia are common but are not a form of epilepsy, nor are there any accompanying EEG ictal discharges.
1131	1104	2	Cataplexy	Episode/Cataplexy	A sudden decrement in muscle tone and loss of deep tendon reflexes, leading to muscle weakness, paralysis, or postural collapse. Cataplexy usually is precipitated by an outburst of emotional expression-notably laughter, anger, or startle. It is one of the tetrad of symptoms of narcolepsy. During cataplexy, respiration and voluntary eye movements are not compromised. Consciousness is preserved.
1132	1104	2	Other-episode	Episode/Other-episode	No description available
1133	\N	2	Physiologic-pattern	Physiologic-pattern	EEG graphoelements or rhythms that are considered normal. They only should be scored if the physician considers that they have a specific clinical significance for the recording.
1134	1133	2	Rhythmic-activity-pattern	Physiologic-pattern/Rhythmic-activity-pattern	Not further specified.
1135	1133	2	Slow-alpha-variant-rhythm	Physiologic-pattern/Slow-alpha-variant-rhythm	Characteristic rhythms mostly at 4-5 Hz, recorded most prominently over the posterior regions of the head. Generally alternate, or are intermixed, with alpha rhythm to which they often are harmonically related. Amplitude varies but is frequently close to 50 micro V. Blocked or attenuated by attention, especially visual, and mental effort. Comment: slow alpha variant rhythms should be distinguished from posterior slow waves characteristic of children and adolescents and occasionally seen in young adults.
1136	1133	2	Fast-alpha-variant-rhythm	Physiologic-pattern/Fast-alpha-variant-rhythm	Characteristic rhythm at 14-20 Hz, detected most prominently over the posterior regions of the head. May alternate or be intermixed with alpha rhythm. Blocked or attenuated by attention, especially visual, and mental effort.
1137	1133	2	Ciganek-rhythm	Physiologic-pattern/Ciganek-rhythm	Midline theta rhythm (Ciganek rhythm) may be observed during wakefulness or drowsiness. The frequency is 4-7 Hz, and the location is midline (ie, vertex). The morphology is rhythmic, smooth, sinusoidal, arciform, spiky, or mu-like.
1138	1133	2	Lambda-wave	Physiologic-pattern/Lambda-wave	Diphasic sharp transient occurring over occipital regions of the head of waking subjects during visual exploration. The main component is positive relative to other areas. Time-locked to saccadic eye movement. Amplitude varies but is generally below 50 micro V.
1139	1133	2	Posterior-slow-waves-youth	Physiologic-pattern/Posterior-slow-waves-youth	Waves in the delta and theta range, of variable form, lasting 0.35 to 0.5 s or longer without any consistent periodicity, found in the range of 6-12 years (occasionally seen in young adults). Alpha waves are almost always intermingled or superimposed. Reactive similar to alpha activity.
1140	1133	2	Diffuse-slowing-hyperventilation	Physiologic-pattern/Diffuse-slowing-hyperventilation	Diffuse slowing induced by hyperventilation. Bilateral, diffuse slowing during hyperventilation. Recorded in 70 percent of normal children (3-5 years) and less then 10 percent of adults. Usually appear in the posterior regions and spread forward in younger age group, whereas they tend to appear in the frontal regions and spread backward in the older age group.
1141	1133	2	Photic-driving	Physiologic-pattern/Photic-driving	Physiologic response consisting of rhythmic activity elicited over the posterior regions of the head by repetitive photic stimulation at frequencies of about 5-30 Hz. Comments: term should be limited to activity time-locked to the stimulus and of frequency identical or harmonically related to the stimulus frequency. Photic driving should be distinguished from the visual evoked potentials elicited by isolated flashes of light or flashes repeated at very low frequency.
1142	1133	2	Photomyogenic-response	Physiologic-pattern/Photomyogenic-response	A response to intermittent photic stimulation characterized by the appearance in the record of brief, repetitive muscular artifacts (spikes) over the anterior regions of the head. These often increase gradually in amplitude as stimuli are continued and cease promptly when the stimulus is withdrawn. Comment: this response is frequently associated with flutter of the eyelids and vertical oscillations of the eyeballs and sometimes with discrete jerking mostly involving the musculature of the face and head. (Preferred to synonym: photo-myoclonic response).
1143	1133	2	Other-physiologic-pattern	Physiologic-pattern/Other-physiologic-pattern	No description available
1144	\N	2	Uncertain-significant-pattern	Uncertain-significant-pattern	EEG graphoelements or rhythms that resemble abnormal patterns but that are not necessarily associated with a pathology, and the physician does not consider them abnormal in the context of the scored recording (like normal variants and patterns).
1145	1144	2	Sharp-transient-pattern	Uncertain-significant-pattern/Sharp-transient-pattern	No description available
1146	1144	2	Wicket-spikes	Uncertain-significant-pattern/Wicket-spikes	Spike-like monophasic negative single waves or trains of waves occurring over the temporal regions during drowsiness that have an arcuate or mu-like appearance. These are mainly seen in older individuals and represent a benign variant that is of little clinical significance.
1147	1144	2	Small-sharp-spikes	Uncertain-significant-pattern/Small-sharp-spikes	Benign epileptiform Transients of Sleep (BETS). Small sharp spikes (SSS) of very short duration and low amplitude, often followed by a small theta wave, occurring in the temporal regions during drowsiness and light sleep. They occur on one or both sides (often asynchronously). The main negative and positive components are of about equally spiky character. Rarely seen in children, they are seen most often in adults and the elderly. Two thirds of the patients have a history of epileptic seizures.
1148	1144	2	Fourteen-six-Hz-positive-burst	Uncertain-significant-pattern/Fourteen-six-Hz-positive-burst	Burst of arch-shaped waves at 13-17 Hz and/or 5-7-Hz but most commonly at 14 and or 6 Hz seen generally over the posterior temporal and adjacent areas of one or both sides of the head during sleep. The sharp peaks of its component waves are positive with respect to other regions. Amplitude varies but is generally below 75  micro V. Comments: (1) best demonstrated by referential recording using contralateral earlobe or other remote, reference electrodes. (2) This pattern has no established clinical significance.
