ParameterTypeID	Name	Alias	Type	Description	RangeMin	RangeMax	SourceField	SourceFrom	SourceCondition	Queryable	IsFile
412	dicom_0x0031:vartype	\N	text	dicom_0x0031:vartype magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
413	dicom_0x0031:varid	\N	text	dicom_0x0031:varid magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
414	dicom_0x0033:el_0x1004	\N	text	dicom_0x0033:el_0x1004 magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
415	dicom_0x0033:el_0x0010	\N	text	dicom_0x0033:el_0x0010 magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
416	xspace:units	\N	text	xspace:units magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
417	yspace:units	\N	text	yspace:units magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
418	zspace:units	\N	text	zspace:units magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
419	dicom_0x0019:el_0x1023	\N	text	dicom_0x0019:el_0x1023 magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
420	dicom_0x0019:el_0x1026	\N	text	dicom_0x0019:el_0x1026 magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
421	dicom_0x0019:el_0x1024	\N	text	dicom_0x0019:el_0x1024 magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
422	dicom_0x0019:el_0x1025	\N	text	dicom_0x0019:el_0x1025 magically created by NeuroDB::File	\N	\N	\N	parameter_file	\N	0	0
942	aosi_Date_taken	\N	date	Date of Administration	\N	\N	Date_taken	aosi	\N	1	0
943	aosi_Candidate_Age	\N	varchar(255)	Candidate Age (Months)	\N	\N	Candidate_Age	aosi	\N	1	0
944	aosi_Window_Difference	\N	varchar(255)	Window Difference (+/- Days)	\N	\N	Window_Difference	aosi	\N	1	0
945	aosi_Examiner	\N	varchar(255)	Examiner	\N	\N	Examiner	aosi	\N	1	0
946	aosi_examiner_location	\N	enum('examiner','in_room_observer','behind_mirror','videotape','not_answered')	(Circle One)	\N	\N	examiner_location	aosi	\N	1	0
947	aosi_total_score_1_18	\N	varchar(255)	Total Score (Calculated) (items 1-18)	\N	\N	total_score_1_18	aosi	\N	1	0
948	aosi_total_score_1_18_override	\N	varchar(255)	Total Score (Using Overrides) (items 1-18)	\N	\N	total_score_1_18_override	aosi	\N	1	0
949	aosi_number_of_markers	\N	varchar(255)	Number of Markers (Calculated) (non-zero items, 1-18)	\N	\N	number_of_markers	aosi	\N	1	0
950	aosi_number_of_markers_override	\N	varchar(255)	Number of Markers (Using Overrides) (non-zero items, 1-18)	\N	\N	number_of_markers_override	aosi	\N	1	0
951	aosi_other_comments	\N	text	Comments about Validity:	\N	\N	other_comments	aosi	\N	1	0
952	aosi_other_comments_status	\N	enum('not_answered')	Comments about Validity:	\N	\N	other_comments_status	aosi	\N	1	0
953	aosi_q1_visual_tracking_press_1	\N	enum('0','1','2','not_answered')	Press #1	\N	\N	q1_visual_tracking_press_1	aosi	\N	1	0
954	aosi_q1_visual_tracking_press_2	\N	enum('0','1','2','not_answered')	Press #2	\N	\N	q1_visual_tracking_press_2	aosi	\N	1	0
955	aosi_q1_visual_tracking_press_3	\N	enum('0','1','2','not_answered')	Press #3	\N	\N	q1_visual_tracking_press_3	aosi	\N	1	0
956	aosi_q1_visual_tracking_score_override	\N	enum('0','1','2','8')	Override score (required):	\N	\N	q1_visual_tracking_score_override	aosi	\N	1	0
957	aosi_q1_visual_tracking_score	\N	varchar(255)	Score (Calculated):	\N	\N	q1_visual_tracking_score	aosi	\N	1	0
958	aosi_q1_visual_tracking_notes	\N	text	Notes:	\N	\N	q1_visual_tracking_notes	aosi	\N	1	0
959	aosi_q1_visual_tracking_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q1_visual_tracking_notes_status	aosi	\N	1	0
960	aosi_q2_disengagement_of_attention_press_1	\N	enum('0','1','2','not_answered')	Press #1	\N	\N	q2_disengagement_of_attention_press_1	aosi	\N	1	0
961	aosi_q2_disengagement_of_attention_press_2	\N	enum('0','1','2','not_answered')	Press #2	\N	\N	q2_disengagement_of_attention_press_2	aosi	\N	1	0
962	aosi_q2_disengagement_of_attention_press_3	\N	enum('0','1','2','not_answered')	Press #3	\N	\N	q2_disengagement_of_attention_press_3	aosi	\N	1	0
963	aosi_q2_disengagement_of_attention_score_override	\N	enum('0','1','2','8')	Override score (required):	\N	\N	q2_disengagement_of_attention_score_override	aosi	\N	1	0
964	aosi_q2_disengagement_of_attention_score	\N	varchar(255)	Score (Calculated):	\N	\N	q2_disengagement_of_attention_score	aosi	\N	1	0
965	aosi_q2_disengagement_of_attention_notes	\N	text	Notes:	\N	\N	q2_disengagement_of_attention_notes	aosi	\N	1	0
966	aosi_q2_disengagement_of_attention_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q2_disengagement_of_attention_notes_status	aosi	\N	1	0
967	aosi_free_play_period_1_notes	\N	text	Free Play Period 1 Notes:	\N	\N	free_play_period_1_notes	aosi	\N	1	0
968	aosi_free_play_period_1_notes_status	\N	enum('not_answered')	Free Play Period 1 Notes:	\N	\N	free_play_period_1_notes_status	aosi	\N	1	0
969	aosi_q3_orients_to_name_press_1_trial_1	\N	enum('orients_with_eye_contact','orients_without_eye_contact','fail_to_orient','not_answered')	Press #1, Trial #1	\N	\N	q3_orients_to_name_press_1_trial_1	aosi	\N	1	0
970	aosi_q3_orients_to_name_press_1_trial_2	\N	enum('orients_with_eye_contact','orients_without_eye_contact','fail_to_orient','not_answered')	Press #1, Trial #2	\N	\N	q3_orients_to_name_press_1_trial_2	aosi	\N	1	0
971	aosi_q3_orients_to_name_press_2_trial_1	\N	enum('orients_with_eye_contact','orients_without_eye_contact','fail_to_orient','not_answered')	Press #2, Trial #1	\N	\N	q3_orients_to_name_press_2_trial_1	aosi	\N	1	0
972	aosi_q3_orients_to_name_press_2_trial_2	\N	enum('orients_with_eye_contact','orients_without_eye_contact','fail_to_orient','not_answered')	Press #2, Trial #2	\N	\N	q3_orients_to_name_press_2_trial_2	aosi	\N	1	0
973	aosi_q3_orients_to_name_press_3_trial_1	\N	enum('orients_with_eye_contact','orients_without_eye_contact','fail_to_orient','not_answered')	Press #3, Trial #1 (parents)	\N	\N	q3_orients_to_name_press_3_trial_1	aosi	\N	1	0
974	aosi_q3_orients_to_name_press_3_trial_2	\N	enum('orients_with_eye_contact','orients_without_eye_contact','fail_to_orient','not_answered')	Press #3, Trial #2 (parents)	\N	\N	q3_orients_to_name_press_3_trial_2	aosi	\N	1	0
975	aosi_q3_orients_to_name_score_override	\N	enum('0','1','2','8')	Override score (required):	\N	\N	q3_orients_to_name_score_override	aosi	\N	1	0
976	aosi_q3_orients_to_name_score	\N	varchar(255)	Score (Calculated):	\N	\N	q3_orients_to_name_score	aosi	\N	1	0
977	aosi_q3_orients_to_name_notes	\N	text	Notes:	\N	\N	q3_orients_to_name_notes	aosi	\N	1	0
978	aosi_q3_orients_to_name_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q3_orients_to_name_notes_status	aosi	\N	1	0
979	aosi_q4_differential_response_to_facial_emotion	\N	enum('0','1','2','8','not_answered')	Score:	\N	\N	q4_differential_response_to_facial_emotion	aosi	\N	1	0
980	aosi_q4_differential_response_to_facial_emotion_score	\N	varchar(255)	Score:	\N	\N	q4_differential_response_to_facial_emotion_score	aosi	\N	1	0
981	aosi_q4_differential_response_to_facial_emotion_notes	\N	text	Notes:	\N	\N	q4_differential_response_to_facial_emotion_notes	aosi	\N	1	0
982	aosi_q4_differential_response_to_facial_emotion_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q4_differential_response_to_facial_emotion_notes_status	aosi	\N	1	0
983	aosi_q5_anticipatory_response	\N	enum('0','1','2','3','8','not_answered')	Score:	\N	\N	q5_anticipatory_response	aosi	\N	1	0
984	aosi_q5_anticipatory_response_score	\N	varchar(255)	Score:	\N	\N	q5_anticipatory_response_score	aosi	\N	1	0
985	aosi_q5_anticipatory_response_notes	\N	text	Notes:	\N	\N	q5_anticipatory_response_notes	aosi	\N	1	0
986	aosi_q5_anticipatory_response_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q5_anticipatory_response_notes_status	aosi	\N	1	0
987	aosi_q6_imitation_of_actions_activity_1	\N	varchar(255)	Activity 1	\N	\N	q6_imitation_of_actions_activity_1	aosi	\N	1	0
988	aosi_q6_imitation_of_actions_act_1_att_1	\N	enum('0','1','2','not_answered')	Activity 1	\N	\N	q6_imitation_of_actions_act_1_att_1	aosi	\N	1	0
989	aosi_q6_imitation_of_actions_act_1_att_2	\N	enum('0','1','2','not_answered')	Activity 1	\N	\N	q6_imitation_of_actions_act_1_att_2	aosi	\N	1	0
990	aosi_q6_imitation_of_actions_act_1_att_3	\N	enum('0','1','2','not_answered')	Activity 1	\N	\N	q6_imitation_of_actions_act_1_att_3	aosi	\N	1	0
991	aosi_q6_imitation_of_actions_activity_2	\N	varchar(255)	Activity 2	\N	\N	q6_imitation_of_actions_activity_2	aosi	\N	1	0
992	aosi_q6_imitation_of_actions_act_2_att_1	\N	enum('0','1','2','not_answered')	Activity 2	\N	\N	q6_imitation_of_actions_act_2_att_1	aosi	\N	1	0
993	aosi_q6_imitation_of_actions_act_2_att_2	\N	enum('0','1','2','not_answered')	Activity 2	\N	\N	q6_imitation_of_actions_act_2_att_2	aosi	\N	1	0
994	aosi_q6_imitation_of_actions_act_2_att_3	\N	enum('0','1','2','not_answered')	Activity 2	\N	\N	q6_imitation_of_actions_act_2_att_3	aosi	\N	1	0
995	aosi_q6_imitation_of_actions_activity_3	\N	varchar(255)	Activity 3	\N	\N	q6_imitation_of_actions_activity_3	aosi	\N	1	0
996	aosi_q6_imitation_of_actions_act_3_att_1	\N	enum('0','1','2','not_answered')	Activity 3	\N	\N	q6_imitation_of_actions_act_3_att_1	aosi	\N	1	0
997	aosi_q6_imitation_of_actions_act_3_att_2	\N	enum('0','1','2','not_answered')	Activity 3	\N	\N	q6_imitation_of_actions_act_3_att_2	aosi	\N	1	0
998	aosi_q6_imitation_of_actions_act_3_att_3	\N	enum('0','1','2','not_answered')	Activity 3	\N	\N	q6_imitation_of_actions_act_3_att_3	aosi	\N	1	0
999	aosi_q6_imitation_of_actions_score_override	\N	enum('0','1','2','8')	Override score (required):	\N	\N	q6_imitation_of_actions_score_override	aosi	\N	1	0
1000	aosi_q6_imitation_of_actions_score	\N	varchar(255)	Score (calculated):	\N	\N	q6_imitation_of_actions_score	aosi	\N	1	0
1001	aosi_q6_imitation_of_actions_notes	\N	text	Notes:	\N	\N	q6_imitation_of_actions_notes	aosi	\N	1	0
1002	aosi_q6_imitation_of_actions_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q6_imitation_of_actions_notes_status	aosi	\N	1	0
1003	aosi_free_play_period_2_notes	\N	text	Free Play Period 2 Notes:	\N	\N	free_play_period_2_notes	aosi	\N	1	0
1004	aosi_free_play_period_2_notes_status	\N	enum('not_answered')	Free Play Period 2 Notes:	\N	\N	free_play_period_2_notes_status	aosi	\N	1	0
1005	aosi_q7_social_babbling	\N	enum('0','1','2','3','8','not_answered')	7. Social babbling	\N	\N	q7_social_babbling	aosi	\N	1	0
1006	aosi_q7_social_babbling_notes	\N	text	Notes:	\N	\N	q7_social_babbling_notes	aosi	\N	1	0
1007	aosi_q7_social_babbling_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q7_social_babbling_notes_status	aosi	\N	1	0
1008	aosi_q8_eye_contact	\N	enum('0','2','8','not_answered')	8. Eye contact	\N	\N	q8_eye_contact	aosi	\N	1	0
1009	aosi_q8_eye_contact_notes	\N	text	Notes:	\N	\N	q8_eye_contact_notes	aosi	\N	1	0
1010	aosi_q8_eye_contact_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q8_eye_contact_notes_status	aosi	\N	1	0
1011	aosi_q9_reciprocal_social_smile	\N	enum('0','1','2','3','8','not_answered')	9.Reciprocal social smile	\N	\N	q9_reciprocal_social_smile	aosi	\N	1	0
1012	aosi_q9_reciprocal_social_smile_notes	\N	text	Notes:	\N	\N	q9_reciprocal_social_smile_notes	aosi	\N	1	0
1013	aosi_q9_reciprocal_social_smile_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q9_reciprocal_social_smile_notes_status	aosi	\N	1	0
1014	aosi_q10_coordination_of_eye_gaze_and_action	\N	enum('0','1','2','3','8','not_answered')	10. Coordination of eye gaze and action	\N	\N	q10_coordination_of_eye_gaze_and_action	aosi	\N	1	0
1015	aosi_q10_coordination_of_eye_gaze_and_action_notes	\N	text	Notes:	\N	\N	q10_coordination_of_eye_gaze_and_action_notes	aosi	\N	1	0
1016	aosi_q10_coordination_of_eye_gaze_and_action_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q10_coordination_of_eye_gaze_and_action_notes_status	aosi	\N	1	0
1017	aosi_q11_reactivity	\N	enum('0','1','2','3','8','not_answered')	11. Reactivity	\N	\N	q11_reactivity	aosi	\N	1	0
1018	aosi_q11_reactivity_notes	\N	text	Notes:	\N	\N	q11_reactivity_notes	aosi	\N	1	0
1019	aosi_q11_reactivity_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q11_reactivity_notes_status	aosi	\N	1	0
1020	aosi_q14_social_interest	\N	enum('0','1','2','3','8','not_answered')	14. Social interest and shared affect	\N	\N	q14_social_interest	aosi	\N	1	0
1021	aosi_q14_social_interest_notes	\N	text	Notes:	\N	\N	q14_social_interest_notes	aosi	\N	1	0
1022	aosi_q14_social_interest_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q14_social_interest_notes_status	aosi	\N	1	0
1023	aosi_q15_transitions	\N	enum('0','1','2','8','not_answered')	15. Transitions	\N	\N	q15_transitions	aosi	\N	1	0
1024	aosi_q15_transitions_notes	\N	text	Notes:	\N	\N	q15_transitions_notes	aosi	\N	1	0
1025	aosi_q15_transitions_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q15_transitions_notes_status	aosi	\N	1	0
1026	aosi_q16_motor_control_and_behaviour	\N	enum('0','1','2','8','not_answered')	16. Motor control and behaviour	\N	\N	q16_motor_control_and_behaviour	aosi	\N	1	0
1027	aosi_q16_motor_control_and_behaviour_notes	\N	text	Notes:	\N	\N	q16_motor_control_and_behaviour_notes	aosi	\N	1	0
1028	aosi_q16_motor_control_and_behaviour_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q16_motor_control_and_behaviour_notes_status	aosi	\N	1	0
1029	aosi_q17_atypical_motor	\N	enum('0','2','8','not_answered')	17. Atypical motor behaviours	\N	\N	q17_atypical_motor	aosi	\N	1	0
1030	aosi_q17_atypical_motor_notes	\N	text	Notes:	\N	\N	q17_atypical_motor_notes	aosi	\N	1	0
1031	aosi_q17_atypical_motor_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q17_atypical_motor_notes_status	aosi	\N	1	0
1032	aosi_q18_atypical_sensory	\N	enum('0','2','8','not_answered')	18. Atypical sensory behaviours	\N	\N	q18_atypical_sensory	aosi	\N	1	0
1033	aosi_q18_atypical_sensory_notes	\N	text	Notes:	\N	\N	q18_atypical_sensory_notes	aosi	\N	1	0
1034	aosi_q18_atypical_sensory_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q18_atypical_sensory_notes_status	aosi	\N	1	0
1035	aosi_q19_engagement_of_attention	\N	enum('0','1','2','8','not_answered')	19. Engagement of attention	\N	\N	q19_engagement_of_attention	aosi	\N	1	0
1036	aosi_q19_engagement_of_attention_notes	\N	text	Notes:	\N	\N	q19_engagement_of_attention_notes	aosi	\N	1	0
1037	aosi_q19_engagement_of_attention_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q19_engagement_of_attention_notes_status	aosi	\N	1	0
1038	aosi_q20_insistence_on_particular_objects	\N	enum('0','1','2','8','not_answered')	20. Insistence on having or playing with particular objects	\N	\N	q20_insistence_on_particular_objects	aosi	\N	1	0
1039	aosi_q20_insistence_on_particular_objects_notes	\N	text	Notes:	\N	\N	q20_insistence_on_particular_objects_notes	aosi	\N	1	0
1040	aosi_q20_insistence_on_particular_objects_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q20_insistence_on_particular_objects_notes_status	aosi	\N	1	0
1041	aosi_q21_social_referencing	\N	enum('0','1','2','8','not_answered')	21. Social Referencing	\N	\N	q21_social_referencing	aosi	\N	1	0
1042	aosi_q21_social_referencing_notes	\N	text	Notes:	\N	\N	q21_social_referencing_notes	aosi	\N	1	0
1043	aosi_q21_social_referencing_notes_status	\N	enum('not_answered')	Notes:	\N	\N	q21_social_referencing_notes_status	aosi	\N	1	0
1044	aosi_Validity	\N	enum('Questionable', 'Invalid', 'Valid')	Validity of aosi	\N	\N	Validity	aosi	\N	1	0
1045	aosi_Administration	\N	enum('None', 'Partial', 'All')	Administration for aosi	\N	\N	Administration	aosi	\N	1	0
1046	medical_history_Date_taken	\N	date	Date of Administration	\N	\N	Date_taken	medical_history	\N	1	0
1047	medical_history_Candidate_Age	\N	varchar(255)	Candidate Age (Months)	\N	\N	Candidate_Age	medical_history	\N	1	0
1048	medical_history_Window_Difference	\N	varchar(255)	Window Difference (+/- Days)	\N	\N	Window_Difference	medical_history	\N	1	0
1049	medical_history_Examiner	\N	varchar(255)	Examiner	\N	\N	Examiner	medical_history	\N	1	0
1050	medical_history_arthritis	\N	enum('yes','no')	1. Do you have any type of arthritis?	\N	\N	arthritis	medical_history	\N	1	0
1051	medical_history_arthritis_age	\N	varchar(255)	Age:	\N	\N	arthritis_age	medical_history	\N	1	0
1052	medical_history_arthritis_age_status	\N	enum('not_answered')	Age:	\N	\N	arthritis_age_status	medical_history	\N	1	0
1053	medical_history_pulmonary_issues	\N	enum('yes','no')	2. Do you currently have, or have you ever had any pulmonary issues?	\N	\N	pulmonary_issues	medical_history	\N	1	0
1054	medical_history_pulmonary_issues_specific	\N	varchar(255)	If YES, please specify:	\N	\N	pulmonary_issues_specific	medical_history	\N	1	0
1055	medical_history_hypertension	\N	enum('yes','no')	7. Do you have hypertension?	\N	\N	hypertension	medical_history	\N	1	0
1056	medical_history_hypertension_while_pregnant	\N	enum('yes','no')	If YES + FEMALE, were you pregnant when you were diagnosed with hypertension?	\N	\N	hypertension_while_pregnant	medical_history	\N	1	0
1057	medical_history_hypertension_while_pregnant_age	\N	varchar(255)	Age:	\N	\N	hypertension_while_pregnant_age	medical_history	\N	1	0
1058	medical_history_hypertension_while_pregnant_age_status	\N	enum('not_answered')	Age:	\N	\N	hypertension_while_pregnant_age_status	medical_history	\N	1	0
1059	medical_history_concussion_or_head_trauma	\N	enum('yes','no')	21. Have you ever had a concussion?	\N	\N	concussion_or_head_trauma	medical_history	\N	1	0
1060	medical_history_concussion_1_description	\N	varchar(255)	Incident	\N	\N	concussion_1_description	medical_history	\N	1	0
1061	medical_history_concussion_1_hospitalized	\N	enum('yes','no')	Hospitalized?	\N	\N	concussion_1_hospitalized	medical_history	\N	1	0
1062	medical_history_concussion_1_age	\N	varchar(255)	Age	\N	\N	concussion_1_age	medical_history	\N	1	0
1063	medical_history_concussion_2_description	\N	varchar(255)	Incident	\N	\N	concussion_2_description	medical_history	\N	1	0
1064	medical_history_concussion_2_hospitalized	\N	enum('yes','no')	Hospitalized?	\N	\N	concussion_2_hospitalized	medical_history	\N	1	0
1065	medical_history_concussion_2_age	\N	varchar(255)	Age	\N	\N	concussion_2_age	medical_history	\N	1	0
1066	medical_history_concussion_3_description	\N	varchar(255)	Incident	\N	\N	concussion_3_description	medical_history	\N	1	0
1067	medical_history_concussion_3_hospitalized	\N	enum('yes','no')	Hospitalized?	\N	\N	concussion_3_hospitalized	medical_history	\N	1	0
1068	medical_history_concussion_3_age	\N	varchar(255)	Age	\N	\N	concussion_3_age	medical_history	\N	1	0
1069	medical_history_current_concussion_symptoms	\N	varchar(255)	d) Are you currently experiencing any problems that you think might be related to a concussion?	\N	\N	current_concussion_symptoms	medical_history	\N	1	0
1070	medical_history_Validity	\N	enum('Questionable', 'Invalid', 'Valid')	Validity of medical_history	\N	\N	Validity	medical_history	\N	1	0
1071	medical_history_Administration	\N	enum('None', 'Partial', 'All')	Administration for medical_history	\N	\N	Administration	medical_history	\N	1	0
1072	mri_parameter_form_Date_taken	\N	date	Date of Administration	\N	\N	Date_taken	mri_parameter_form	\N	1	0
1073	mri_parameter_form_Candidate_Age	\N	varchar(255)	Candidate Age (Months)	\N	\N	Candidate_Age	mri_parameter_form	\N	1	0
1074	mri_parameter_form_Window_Difference	\N	varchar(255)	Window Difference (+/- Days)	\N	\N	Window_Difference	mri_parameter_form	\N	1	0
1075	mri_parameter_form_Examiner	\N	varchar(255)	Examiner	\N	\N	Examiner	mri_parameter_form	\N	1	0
1076	mri_parameter_form_mri_dataset_name	\N	varchar(255)	MRI Dataset Name:	\N	\N	mri_dataset_name	mri_parameter_form	\N	1	0
1077	mri_parameter_form_type_of_data	\N	enum('participant','human_phantom','geometric_phantom')	Type of Data:	\N	\N	type_of_data	mri_parameter_form	\N	1	0
1078	mri_parameter_form_site	\N	enum('1','2','3','4')	MRI Site Name:	\N	\N	site	mri_parameter_form	\N	1	0
1079	mri_parameter_form_total_duration_hours	\N	varchar(255)	Hours:	\N	\N	total_duration_hours	mri_parameter_form	\N	1	0
1080	mri_parameter_form_total_duration_hours_status	\N	enum('not_answered')	Hours:	\N	\N	total_duration_hours_status	mri_parameter_form	\N	1	0
1081	mri_parameter_form_total_duration_minutes	\N	varchar(255)	Minutes:	\N	\N	total_duration_minutes	mri_parameter_form	\N	1	0
1082	mri_parameter_form_total_duration_minutes_status	\N	enum('not_answered')	Minutes:	\N	\N	total_duration_minutes_status	mri_parameter_form	\N	1	0
1083	mri_parameter_form_mri_operator_name	\N	varchar(255)	MRI Operator Name:	\N	\N	mri_operator_name	mri_parameter_form	\N	1	0
1084	mri_parameter_form_scan_date	\N	date	Scan Date:	\N	\N	scan_date	mri_parameter_form	\N	1	0
1085	mri_parameter_form_3d_t1w_Scan_Done	\N	enum('yes','partial','no')		\N	\N	3d_t1w_Scan_Done	mri_parameter_form	\N	1	0
1086	mri_parameter_form_3d_t1w_number_attempts	\N	varchar(255)		\N	\N	3d_t1w_number_attempts	mri_parameter_form	\N	1	0
1087	mri_parameter_form_3d_t1w_comments	\N	text		\N	\N	3d_t1w_comments	mri_parameter_form	\N	1	0
1088	mri_parameter_form_2d_flair_Scan_Done	\N	enum('yes','partial','no')		\N	\N	2d_flair_Scan_Done	mri_parameter_form	\N	1	0
1089	mri_parameter_form_2d_flair_number_attempts	\N	varchar(255)		\N	\N	2d_flair_number_attempts	mri_parameter_form	\N	1	0
1090	mri_parameter_form_2d_flair_comments	\N	text		\N	\N	2d_flair_comments	mri_parameter_form	\N	1	0
1091	mri_parameter_form_Validity	\N	enum('Questionable', 'Invalid', 'Valid')	Validity of mri_parameter_form	\N	\N	Validity	mri_parameter_form	\N	1	0
1092	mri_parameter_form_Administration	\N	enum('None', 'Partial', 'All')	Administration for mri_parameter_form	\N	\N	Administration	mri_parameter_form	\N	1	0
1093	radiology_review_Date_taken	\N	date	Date of Administration	\N	\N	Date_taken	radiology_review	\N	1	0
1094	radiology_review_Candidate_Age	\N	varchar(255)	Candidate Age (Months)	\N	\N	Candidate_Age	radiology_review	\N	1	0
1095	radiology_review_Window_Difference	\N	varchar(255)	Window Difference (+/- Days)	\N	\N	Window_Difference	radiology_review	\N	1	0
1096	radiology_review_Examiner	\N	varchar(255)	Examiner	\N	\N	Examiner	radiology_review	\N	1	0
1097	radiology_review_Scan_done	\N	enum('no','yes','not_answered')	Was an MRI performed?	\N	\N	Scan_done	radiology_review	\N	1	0
1098	radiology_review_MRI_date	\N	date	Date of MRI acquisition	\N	\N	MRI_date	radiology_review	\N	1	0
1099	radiology_review_MRI_date_status	\N	enum('not_answered')	Date of MRI acquisition	\N	\N	MRI_date_status	radiology_review	\N	1	0
1100	radiology_review_Review_date	\N	date	Date of local radiology review	\N	\N	Review_date	radiology_review	\N	1	0
1101	radiology_review_Review_date_status	\N	enum('not_answered')	Date of local radiology review	\N	\N	Review_date_status	radiology_review	\N	1	0
1102	radiology_review_Review_results	\N	enum('normal','abnormal','atypical','not_answered')	Results of local radiology review?	\N	\N	Review_results	radiology_review	\N	1	0
1103	radiology_review_abnormal_atypical_exclusionary	\N	enum('exclusionary','non_exclusionary','not_answered')	If the results are ABNORMAL or ATYPICAL:	\N	\N	abnormal_atypical_exclusionary	radiology_review	\N	1	0
1104	radiology_review_Incidental_findings	\N	text	Description of incidental findings:	\N	\N	Incidental_findings	radiology_review	\N	1	0
1105	radiology_review_Incidental_findings_status	\N	enum('not_answered')	Description of incidental findings:	\N	\N	Incidental_findings_status	radiology_review	\N	1	0
1106	bmi_Date_taken	\N	date	Date of Administration	\N	\N	Date_taken	bmi	\N	1	0
1107	bmi_Candidate_Age	\N	varchar(255)	Candidate Age (Months)	\N	\N	Candidate_Age	bmi	\N	1	0
1108	bmi_Window_Difference	\N	varchar(255)	Window Difference (+/- Days)	\N	\N	Window_Difference	bmi	\N	1	0
1109	bmi_Examiner	\N	varchar(255)	Examiner	\N	\N	Examiner	bmi	\N	1	0
1110	bmi_unit_classification	\N	enum('metric','imperial')	Choose unit of measurement	\N	\N	unit_classification	bmi	\N	1	0
1111	bmi_height_feet	\N	numeric	Your height (feet) :	\N	\N	height_feet	bmi	\N	1	0
1112	bmi_height_feet_status	\N	enum('not_answered')		\N	\N	height_feet_status	bmi	\N	1	0
1113	bmi_height_inches	\N	numeric	Your height (inches) :	\N	\N	height_inches	bmi	\N	1	0
1114	bmi_height_inches_status	\N	enum('not_answered')		\N	\N	height_inches_status	bmi	\N	1	0
1115	bmi_weight_lbs	\N	numeric	Your weight (lbs) :	\N	\N	weight_lbs	bmi	\N	1	0
1116	bmi_weight_lbs_status	\N	enum('not_answered')		\N	\N	weight_lbs_status	bmi	\N	1	0
1117	bmi_height_cms	\N	numeric	Your height (cms) :	\N	\N	height_cms	bmi	\N	1	0
1118	bmi_height_cms_status	\N	enum('not_answered')		\N	\N	height_cms_status	bmi	\N	1	0
1119	bmi_weight_kgs	\N	numeric	Your weight (kgs) :	\N	\N	weight_kgs	bmi	\N	1	0
1120	bmi_weight_kgs_status	\N	enum('not_answered')		\N	\N	weight_kgs_status	bmi	\N	1	0
1121	bmi_bmi	\N	varchar(255)	Your BMI	\N	\N	bmi	bmi	\N	1	0
1122	bmi_bmi_category	\N	varchar(255)	Your BMI Classification	\N	\N	bmi_category	bmi	\N	1	0
1123	bmi_Validity	\N	enum('Questionable', 'Invalid', 'Valid')	Validity of bmi	\N	\N	Validity	bmi	\N	1	0
1124	bmi_Administration	\N	enum('None', 'Partial', 'All')	Administration for bmi	\N	\N	Administration	bmi	\N	1	0
1125	EEGReference	\N	text	EEGReference magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1126	SamplingFrequency	\N	text	SamplingFrequency magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1127	ECGChannelCount	\N	text	ECGChannelCount magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1128	HardwareFilters	\N	text	HardwareFilters magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1129	RecordingDuration	\N	text	RecordingDuration magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1130	CapManufacturer	\N	text	CapManufacturer magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1131	physiological_file_blake2b_hash	\N	text	physiological_file_blake2b_hash magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
